"8/29/2017 12:51:45 PM","10.0.16275.1000","g:6966498355555880","CJTWOiOdpKSH96lzRS0Lc7LGTHQnzfl0ntdJLVhHPYc=:1","2","yIj6+BEnN2qD4CWATf0tIKXCna0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 12:51:45 PM","10.0.16275.1000","g:6966498355555880","CJTWOiOdpKSH96lzRS0Lc7LGTHQnzfl0ntdJLVhHPYc=:1","2","yIj6+BEnN2qD4CWATf0tIKXCna0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 12:52:41 PM","10.0.16275.1000","g:6966498355555880","CJTWOiOdpKSH96lzRS0Lc7LGTHQnzfl0ntdJLVhHPYc=:1","2","yIj6+BEnN2qD4CWATf0tIKXCna0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 12:52:41 PM","10.0.16275.1000","g:6966498355555880","CJTWOiOdpKSH96lzRS0Lc7LGTHQnzfl0ntdJLVhHPYc=:1","2","yIj6+BEnN2qD4CWATf0tIKXCna0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 3:09:45 PM","10.0.16275.1000","g:6896133119314371","BeoB2aQELbB3RqEMtAjwupdUQkOrL48hsTsNNF5HelQ=:1","2","OmsjNDFAdbByeNPwCXLH3LZPOS8=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:15:10 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:16:17 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:23:11 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:31:17 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:31:17 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:32:54 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:40:36 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:42:10 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:46:06 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:46:06 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:47:15 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 6:52:17 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:19:51 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:25:46 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:26:43 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:28:57 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:29:45 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:30:33 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:31:23 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:54:58 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:55:51 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 7:57:07 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:01:18 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:01:18 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:01:18 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:01:18 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:04:02 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:04:02 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:04:02 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:05:55 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 8:11:20 PM","10.0.16350.1001","g:6896133936180325","/4qO+FhEsL0v3VcGJtTWlWhLO86EgWSWJiZksTBddVw=:0","2","E5xvfV76nN+r09f+OC1TxhUni20=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 9:07:18 PM","10.0.16352.1000","g:6896133920595762","VZhi+8cHA7DNUg8np22Z5ADm+jdShK5jhoUV6d/n2mM=:0","3","0+kv2AIE0/vRoXhocDCMlt4sHM8=",,"S-1-5-20","MALW:090","MALW:090","PHSH:005"
"8/29/2017 9:39:55 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 9:44:02 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 9:46:07 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 9:48:52 PM","10.0.16279.1001",,"icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 10:08:51 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 10:11:49 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 10:47:23 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/29/2017 10:48:30 PM","10.0.16279.1001","g:6966498400095273","icdSPb8ed1fh/JFZ/RJChjNDGXTlLwqVxOsYRyFviEk=:0","2","+arXlGjp2A/WuJ5FHghJ3jtO4v0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/30/2017 2:32:26 AM","10.0.16277.1000","g:6755405078039955","/spKfJXoQCZXtfx3lT9yPPk74aHN7NvdRqlvBVpB/XY=:0","2","DAEZNrmT42v3d4JBBMWzdSI2rk8=",,"S-1-5-20","UNKN:100","UNKN:100","UNKN:100"
"8/30/2017 3:44:40 AM","10.0.16279.1001","g:6896133943401244","D1QwU66nsc4ECF4sCsLcBQbYs9Ntc7dXqSaYYIFpII8=:0","3","XRttWA0yK60gADHR4vSgYiEkHD0=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
"8/30/2017 5:14:55 AM","10.0.16280.1000","g:6966498401347873","cOr7VKmgd9BFiUif5FF2wcrH8Yd7/brD3WGRFJ2uMQQ=:0","2","FQ2p+DiaiCnI5R0if8JowV4Xcbc=",,"S-1-5-20","UNKN:100","UNKN:100","UNKN:100"
"8/30/2017 6:01:17 AM","10.0.16354.1000","g:6825769550297755","d2tbvMvLu50At8eJFnao8rmvH9Z7Kfa+Yr99ozL4xlE=:0","2","3UTR56ifqOrW60PIKw3z8Pam61E=",,"S-1-5-20","UNKN:100","UNKN:100","UNKN:100"
"8/30/2017 6:01:24 AM","10.0.16354.1000","g:6966498401639011","Xie28am5QX8KZamtL6tsBu0nXkUiWyudFaHAr49KSEw=:0","2","TYk8qImuij9Olmn2oIFNaf1AuOE=",,"S-1-5-20","UNKN:100","UNKN:100","UNKN:100"
"8/30/2017 6:55:24 AM","10.0.16275.1000","g:6896133119314371","BeoB2aQELbB3RqEMtAjwupdUQkOrL48hsTsNNF5HelQ=:1","2","OmsjNDFAdbByeNPwCXLH3LZPOS8=",,"S-1-5-20","MALW:090","MALW:090","UNKN:100"
